clusterID,cardinality,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,100,89.03124999999997,58.03125,43.265625,76.56250000000001,171.15624999999994,103.828125,60.9375,221.40624999999994,146.1875,157.95312499999997,204.5312499999999,179.828125,172.29687499999997,199.87499999999994,49.187500000000014,216.71874999999994,107.54687500000001,90.75000000000001,101.07812500000003,45.734375,136.71875,131.07812500000009,36.921875,185.23437500000006,185.90625,190.15625000000009,160.62500000000003,212.06250000000006,57.21875000000001,123.875,67.28125,97.29687499999997
1,200,73.421875,48.25,70.20312499999997,138.890625,75.07812499999999,172.62499999999994,183.78124999999994,77.234375,63.93750000000001,34.578125,165.17187500000006,110.17187500000003,191.42187499999991,155.95312499999994,91.26562500000004,139.14062500000006,182.0625,124.12499999999991,66.46875,74.21875,143.87500000000006,220.87499999999997,34.953125,178.57812500000006,64.87499999999997,104.56250000000009,115.82812500000001,117.17187499999997,60.890625,175.53124999999994,48.796875,207.7656249999999
2,500,109.64062500000003,74.25,168.29687500000006,57.578125,193.48437500000009,104.43749999999997,82.1875,63.437499999999986,67.85937500000003,46.250000000000014,47.71875,88.28125,102.0625,59.70312500000001,188.40625000000014,99.39062500000006,190.5,164.82812499999994,85.00000000000003,75.84375000000001,96.18749999999997,208.46875000000003,62.234374999999986,210.4375,84.06250000000003,208.9218750000001,159.75000000000006,160.5,181.734375,107.15625,51.515625,196.84374999999994
3,30,122.51562499999991,69.04687499999997,158.95312499999994,211.07812500000003,167.10937500000003,127.51562500000004,172.34374999999994,197.84375000000009,114.14062500000001,187.15625000000006,37.671875,93.99999999999997,195.92187499999997,207.67187500000006,196.45312500000014,89.35937500000003,187.20312500000009,86.734375,132.828125,214.87500000000017,123.37500000000004,68.3125,83.78125000000006,212.64062499999994,192.6249999999999,166.57812500000003,164.8906249999999,134.43750000000006,45.96874999999999,149.03125000000006,187.03124999999986,97.14062499999999
4,64,152.8906249999999,105.65625000000001,171.95312500000009,118.67187499999997,202.859375,131.609375,158.8125,58.562500000000014,121.390625,99.39062500000004,33.140625,193.671875,53.625,195.40625000000006,142.59374999999994,32.4375,134.0625,70.42187500000003,144.5625,167.92187500000006,50.765625,52.656249999999986,215.87499999999997,45.68750000000001,60.499999999999986,65.87500000000006,52.90625,181.15625,53.890625,56.609375,67.546875,72.73437499999997
5,64,119.65624999999999,141.9687500000001,53.546875,161.20312499999994,107.609375,54.8125,66.421875,195.56250000000006,60.95312499999998,208.5312500000001,75.625,185.71875000000017,58.859374999999986,81.28125000000003,104.84375000000013,121.01562499999989,51.625,161.73437499999997,136.17187500000003,167.31250000000009,63.421875,99.28125000000009,113.93749999999997,213.390625,72.90624999999994,207.26562500000017,133.75,48.25,156.46875000000003,98.75,59.6875,83.515625
6,64,141.1718750000001,206.15624999999997,76.10937499999999,150.75,181.93749999999994,148.453125,159.65625,88.37500000000001,76.70312499999997,119.65625000000011,199.28124999999994,106.45312499999994,99.93750000000001,203.890625,36.796875000000014,112.84374999999994,179.20312499999997,171.0156249999999,186.78125000000006,79.60937499999999,78.859375,212.34374999999997,204.17187499999997,155.4375,180.49999999999994,50.60937499999997,32.671875,198.42187500000003,68.375,197.65625000000006,69.06250000000001,119.17187499999999
7,250,42.82812500000001,83.78125000000004,210.57812499999983,83.89062499999999,54.265625,131.359375,69.09375,156.70312499999991,96.21875,186.64062500000006,184.99999999999994,190.68750000000017,75.65625,81.67187500000003,84.46875000000003,40.5,146.92187499999994,197.73437500000017,42.10937499999999,57.28125,77.12500000000001,78.53125,45.640624999999986,168.20312499999994,42.828125,136.7343749999999,198.1718750000001,34.234375,198.29687499999997,66.24999999999999,71.0625,42.375
8,64,73.40624999999999,213.31250000000014,76.07812499999997,166.140625,152.0625,116.09375000000004,163.37500000000009,179.953125,144.01562499999991,218.04687500000003,73.859375,194.73437499999986,136.578125,46.015625,206.96875,92.32812500000003,57.3125,34.03125,168.71874999999997,73.46875,147.21875000000006,76.42187499999994,50.20312499999997,58.45312500000001,181.296875,198.35937500000009,114.51562500000006,141.65625,204.23437500000006,207.67187499999994,107.32812500000004,86.14062500000001
9,176,144.57812500000006,203.421875,63.328125,87.00000000000001,181.85937500000003,84.515625,155.15624999999994,206.765625,159.109375,178.31249999999997,81.78125000000001,43.640625,206.171875,202.0312500000001,194.15625000000014,146.45312500000003,157.5625,72.46875,181.51562499999997,158.67187499999994,53.24999999999999,146.359375,109.671875,173.81249999999997,160.43750000000003,101.09375000000007,83.28124999999996,196.93750000000003,92.67187500000001,216.81249999999997,128.5625,213.24999999999994
